-9.15332,52.4489,5.36115
-9.488,55.5159,5.67121
-8.99953,54.3795,5.55021
-17.293,108.018,11.0154
-17.1035,108.048,11.0154
-8.32721,53.828,5.48467
-16.493,107.865,10.9876
-12.0773,80.8841,8.2349
-11.961,81.0785,8.25254
0.00816749,-0.0560446,-0.005703
-15.3816,108.206,11.0053
-15.2022,108.307,11.0129
-8.35268,60.2761,6.12748
-11.1885,81.7952,8.31304
0.00738025,-0.0561537,-0.005703
-10.0253,77.3284,7.85173
-9.79119,76.5761,7.77358
-9.64433,76.4938,7.7635
-7.75,62.35,6.32663
-7.64062,62.3635,6.32663
-13.0407,108.009,10.9549
-12.8542,108.056,10.9574
0.00649287,-0.0562632,-0.005703
-12.2967,108.222,10.9675
-5.24745,46.9158,4.75363
-5.16514,46.9249,4.75363
-5.0963,47.0583,4.76623
-8.33373,78.2339,7.92231
0.00590038,-0.0563284,-0.005703
-5.98602,59.148,5.98631
-4.94087,54.5454,5.51492
0.00471349,-0.0564401,-0.005703
-8.83945,108.132,10.9246
-8.65176,108.172,10.9271
-1.81435,23.7319,2.39665
-3.55151,47.5515,4.80152
-3.4681,47.5577,4.80152
-3.39178,47.6636,4.81161
-3.30817,47.6695,4.81161
-7.32124,108.245,10.9246
-6.75776,108.382,10.9347
-6.56158,108.294,10.9246
-6.35985,108.105,10.9045
-6.17449,108.191,10.912
-5.9847,108.202,10.912
-5.78552,108.037,10.8944
-5.61154,108.347,10.9246
-5.43024,108.532,10.9423
-5.22658,108.266,10.9145
-5.02852,108.1,10.8969
-3.12508,69.8196,7.0375
-3.00153,69.7999,7.03498
-4.46578,108.275,10.912
0.00223471,-0.0565925,-0.005703
-2.03291,56.5096,5.6939
-1.78916,55.1152,5.55273
-3.29604,107.34,10.8137
0.00163898,-0.0566129,-0.005703
-2.47643,104.558,10.5314
-2.29302,104.562,10.5314
-2.11011,104.591,10.5339
-1.13316,61.5176,6.19554
-1.02525,61.5195,6.19554
-1.55969,104.601,10.5339
-0.749155,56.9418,5.73423
-0.649272,56.943,5.73423
-1.00924,104.607,10.5339
-0.507992,64.3549,6.4804
-0.395107,64.3557,6.4804
-0.459188,104.711,10.544
-0.164853,62.6543,6.30898
-0.055039,62.7547,6.31906
0.055039,62.7547,6.31906
0.458639,104.586,10.5314
0.642093,104.585,10.5314
0.826928,104.759,10.549
1.01358,105.058,10.5793
1.19701,104.981,10.5717
1.37588,104.578,10.5314
1.56081,104.676,10.5415
1.74776,104.873,10.5616
1.93125,104.845,10.5591
2.11314,104.741,10.549
2.29302,104.562,10.5314
2.47643,104.558,10.5314
2.66429,104.729,10.549
2.84867,104.749,10.5515
3.03023,104.668,10.544
3.21305,104.638,10.5415
3.3966,104.632,10.5415
3.58013,104.626,10.5415
3.76634,104.695,10.549
3.95753,104.888,10.5692
4.13855,104.806,10.5616
4.31516,104.623,10.544
2.5896,60.2206,6.0695
2.70307,60.3911,6.08715
4.88194,104.949,10.5793
5.05637,104.741,10.5591
5.23634,104.657,10.5515
5.43026,104.847,10.5717
5.61818,104.912,10.5793
5.79805,104.827,10.5717
5.97622,104.717,10.5616
6.15401,104.607,10.5515
-0.00342535,-0.0565329,-0.005703
3.92748,59.6213,6.01656
3.86143,57.0916,5.76196
3.95637,57.0099,5.7544
7.83066,110.042,11.1086
8.02185,110.003,11.1061
8.20547,109.864,11.0935
9.99737,130.767,13.206
10.2267,130.749,13.206
-0.00451546,-0.0564563,-0.005703
-0.00481248,-0.0564318,-0.005703
9.40835,108.084,10.9246
9.59793,108.067,10.9246
9.77844,107.95,10.9145
9.95857,107.833,10.9045
10.1477,107.816,10.9045
10.344,107.873,10.912
10.5551,108.078,10.9347
10.7446,108.06,10.9347
6.28599,62.112,6.28629
6.39749,62.1257,6.28881
11.3157,108.027,10.9372
6.36349,59.738,6.04933
6.4467,59.5277,6.02917
11.8594,107.742,10.9145
12.0567,107.795,10.9221
7.70103,67.7761,6.86861
7.82278,67.7873,6.87113
12.6384,107.855,10.9347
12.8246,107.808,10.9322
-0.00678885,-0.0562282,-0.005703
3.39653,26.564,2.69663
3.44312,26.558,2.69663
3.47991,26.4774,2.68907
3.5528,26.6698,2.70923
3.56943,26.4403,2.68655
3.4272,24.1095,2.45211
3.78692,26.3088,2.67646
3.82223,26.2278,2.6689
3.22519,21.8622,2.22523
3.26354,21.8565,2.22523
3.32805,22.024,2.24288
3.38182,22.1171,2.25296
3.45505,22.3338,2.27565
3.5368,22.5998,2.30338
3.56078,22.4947,2.2933
3.60023,22.4884,2.2933
3.63967,22.482,2.2933
3.6791,22.4756,2.2933
3.73079,22.5432,2.30086
3.77445,22.5613,2.30338
3.8015,22.4806,2.29582
3.82406,22.3752,2.28573
3.8633,22.3685,2.28573
3.91544,22.4356,2.2933
3.95479,22.4287,2.2933
3.99413,22.4218,2.2933
3.95639,22.4378,2.19999
3.8998,22.346,2.19031
3.82224,22.1307,2.16855
3.74966,21.9399,2.1492
3.74875,22.1687,2.17097
3.71399,22.1999,2.17339
3.60962,21.8111,2.13469
3.57136,21.8174,2.13469
4.16546,25.7298,2.51678
4.15199,25.9349,2.53613
4.09083,25.8432,2.52645
4.43272,28.3246,2.76828
-0.00846572,-0.0560235,-0.00547096
10.0073,67.0209,6.54319
