-3.4291,19.6489,2.00844
-3.41593,19.7782,2.02105
-3.38545,19.8088,2.02357
-3.34653,19.7901,2.02105
-3.3242,19.87,2.02861
-3.32204,20.0734,2.04877
-3.303,20.178,2.05886
-3.2836,20.2826,2.06894
-3.26781,20.4119,2.08155
-3.22026,20.3434,2.07398
-3.1807,20.3243,2.07146
-3.14504,20.3299,2.07146
-3.14343,20.5581,2.09415
-3.11859,20.6378,2.10171
-3.08238,20.6433,2.10171
-3.06443,20.7725,2.11432
-3.05687,20.976,2.13448
-3.04861,21.1796,2.15465
-3.01145,21.1849,2.15465
-2.83801,21.8906,2.22271
-2.62816,20.5546,2.08659
-2.5921,20.5592,2.08659
-2.75057,22.1288,2.2454
-2.73611,22.3324,2.26557
-2.72994,22.6105,2.2933
-2.7021,22.7147,2.30338
-2.65351,22.6448,2.29582
-2.6224,22.7241,2.30338
-2.59101,22.8033,2.31094
-2.54266,22.7331,2.30338
-2.49182,22.638,2.2933
-2.46289,22.7419,2.30338
-2.43626,22.8707,2.31598
-2.40396,22.9496,2.32355
-2.37139,23.0285,2.33111
-2.3436,23.1571,2.34371
-2.31536,23.2858,2.35632
-2.27208,23.2649,2.3538
-2.22171,23.1692,2.34371
-2.19983,23.3724,2.36388
-2.18415,23.6504,2.39161
-2.1517,23.754,2.40169
-2.12775,23.9572,2.42186
-2.08572,23.9609,2.42186
-2.05645,24.1142,2.43698
-2.02873,24.2924,2.45463
-1.99224,24.3707,2.46219
-1.95148,24.3992,2.46471
-1.91649,24.5024,2.4748
-1.8735,24.5057,2.4748
-1.84543,24.7087,2.49496
-1.8294,25.0864,2.53277
-1.80139,25.3143,2.55546
-1.76565,25.4423,2.56807
-1.7396,25.7201,2.5958
-1.70929,25.9479,2.61848
-1.66377,25.9509,2.61848
-0.937446,15.0349,1.51688
-0.912586,15.0616,1.5194
-0.969968,16.4876,1.66309
-1.42135,26.5419,2.67646
-1.38515,26.7444,2.69663
-1.33323,26.6468,2.68655
-1.28649,26.6491,2.68655
-1.2444,26.7513,2.69663
-1.2053,26.9285,2.71427
-1.16667,27.1307,2.73444
-1.11908,27.1327,2.73444
-1.07247,27.1596,2.73696
-1.02955,27.2865,2.74957
-0.991585,27.5635,2.7773
-0.949227,27.7403,2.79494
-0.900567,27.742,2.79494
-0.855745,27.8686,2.80755
-0.812655,28.0703,2.82771
-0.76818,28.2468,2.84536
-0.721814,28.3733,2.85796
-0.674414,28.4746,2.86805
-0.628857,28.676,2.88821
-0.582595,28.8773,2.90838
-0.533785,28.9784,2.91846
-0.486708,29.2045,2.94115
-0.438465,29.4056,2.96132
-0.38919,29.5815,2.97896
-0.3373,29.5822,2.97896
-0.285651,29.6078,2.98148
-0.235889,29.8836,3.00921
-0.184546,30.0592,3.02686
-0.132697,30.2597,3.04702
-0.0801455,30.4602,3.06719
-0.0269128,30.6856,3.08988
0.0269128,30.6856,3.08988
0.0812653,30.8858,3.11005
0.135881,30.9857,3.12013
0.191616,31.2107,3.14282
0.249524,31.6109,3.18315
0.305939,31.7105,3.19323
0.363559,31.8852,3.21088
0.423111,32.1599,3.23861
0.481389,32.2842,3.25121
0.540103,32.4085,3.26382
0.598333,32.4826,3.27138
0.656825,32.5566,3.27894
0.721067,32.8807,3.31171
0.786448,33.2048,3.34448
0.849147,33.3785,3.36213
0.91314,33.5772,3.38229
0.975658,33.7007,3.3949
1.04092,33.8991,3.41507
1.10931,34.1724,3.44279
1.17268,34.2705,3.45288
1.23999,34.4685,3.47304
1.31178,34.7665,3.50329
1.37671,34.8642,3.51338
1.43786,34.8618,3.51338
1.49041,34.6591,3.49321
1.5512,34.6564,3.49321
1.61781,34.7787,3.50582
1.6776,34.7508,3.50329
1.7373,34.7228,3.50077
1.79821,34.7197,3.50077
1.85911,34.7165,3.50077
1.92,34.7132,3.50077
1.98089,34.7097,3.50077
2.04177,34.7062,3.50077
2.10264,34.7026,3.50077
2.15884,34.6239,3.49321
2.21476,34.5451,3.48565
2.28029,34.6161,3.49321
2.34608,34.687,3.50077
2.40172,34.6079,3.49321
2.45531,34.5037,3.48313
2.52311,34.5992,3.49321
2.57821,34.5199,3.48565
2.63685,34.4903,3.48313
2.70515,34.5855,3.49321
2.75982,34.5058,3.48565
2.81831,34.476,3.48313
2.86836,34.3462,3.47052
2.92222,34.2663,3.46296
2.99318,34.3858,3.47557
3.05349,34.3805,3.47557
3.12283,34.4749,3.48565
3.18329,34.4693,3.48565
3.25079,34.5385,3.49321
3.30898,34.5078,3.49069
3.35247,34.3275,3.47304
3.40525,34.2469,3.46548
3.47288,34.3156,3.47304
3.54076,34.3841,3.48061
3.60106,34.3779,3.48061
2.78363,26.1317,2.64621
2.82947,26.1268,2.64621
2.86434,26.0222,2.63613
2.88493,25.7933,2.61344
2.93017,25.7882,2.61344
2.97827,25.8079,2.61596
3.02645,25.8275,2.61848
3.07175,25.8221,2.61848
3.11404,25.7918,2.61596
3.14405,25.6621,2.60336
3.19215,25.6814,2.60588
3.25285,25.7999,2.61848
3.30763,25.8687,2.62605
3.34978,25.838,2.62352
3.38531,25.7576,2.61596
3.43379,25.7765,2.61848
3.5419,25.5597,2.59832
3.58673,25.5534,2.59832
3.64564,25.6462,2.6084
3.70132,25.7141,2.61596
3.76086,25.8067,2.62605
3.79516,25.7257,2.61848
3.93048,25.7054,2.61848
3.96408,25.6243,2.61092
4.00128,25.5678,2.60588
4.04613,25.5607,2.60588
4.09096,25.5536,2.60588
4.13577,25.5464,2.60588
4.39162,25.4274,2.59832
4.43191,25.395,2.5958
4.48949,25.4612,2.60336
4.53415,25.4533,2.60336
4.32083,25.5518,2.50227
4.27187,25.5346,2.49985
4.22299,25.5173,2.49743
4.1944,25.6236,2.50711
4.18147,25.8287,2.52645
4.18147,25.8287,2.52646
4.12032,25.737,2.51678
4.04776,25.5711,2.49985
4.0029,25.5781,2.49985
3.96951,25.6594,2.50711
3.58381,23.4382,2.28946
3.54269,23.4444,2.28946
3.85293,25.8038,2.5192
3.78207,25.637,2.50227
3.7082,25.4454,2.48292
3.68854,25.6254,2.49985
3.65768,25.731,2.50953
3.62647,25.8366,2.5192
12.068,89.3929,8.70996
3.41864,25.6628,2.49985
3.37689,25.6935,2.50227
3.33181,25.6994,2.50227
3.28673,25.7052,2.50227
4.32559,34.3083,3.33899
4.26849,34.3407,3.34141
4.20825,34.3481,3.34141
